,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
165,N/A,N/A,jci,N/A,N/A,N/A,N/A,N/A,61.49,14.65,0.60,2.17,4.20,5.99,4.45,13.78,56.75,22470000000.0,28500000000.0,8.20,0.85,0.77,9.23,0.77,6450000000.0,9.23,1440000000.0,2.37,12.90,12.10,603000000.0,0.93,6610000000.0,1.06,16.03,1600000000.0,1.67,0.28,80.30,7230000.0,1.93,1.12,7430000.0,N/A
166,N/A,N/A,jec,N/A,N/A,N/A,N/A,N/A,13.72,15.32,0.37,1.05,2.50,3.68,3.43,7.42,96.91,4530000000.0,4600000000.0,10.75,1.72,0.38,7.76,0.38,1970000000.0,7.76,302970000.0,2.40,65.30,3.20,460860000.0,3.76,597800000.0,1.66,34.85,484570000.0,1.49,2.12,94.10,3620000.0,3.56,3.00,3890000.0,N/A
167,N/A,N/A,jnj,N/A,N/A,N/A,N/A,N/A,27.86,18.37,3.83,3.77,20.87,26.73,8.88,19.87,25.37,2.6493e+11,2.5241e+11,14.96,3.34,3.58,11.19,3.58,51580000000.0,11.19,14720000000.0,5.21,29.30,7.40,37310000000.0,13.48,19940000000.0,2.51,25.86,18560000000.0,0.99,0.02,67.30,28570000.0,3.84,1.03,28510000.0,N/A
168,N/A,N/A,jwn,N/A,N/A,N/A,N/A,N/A,199.50,13.21,0.59,6.08,4.72,8.65,8.65,36.67,75.46,8480000000.0,10470000000.0,12.81,2.81,0.73,5.84,0.73,5100000000.0,5.84,675000000.0,3.49,43.00,6.00,821000000.0,4.47,2810000000.0,1.22,7.59,2450000000.0,0.85,26.42,56.60,26000000.0,6.75,18.58,20580000.0,N/A
169,N/A,N/A,k,N/A,N/A,N/A,N/A,N/A,297.38,69.20,1.82,9.47,2.61,7.94,4.41,11.80,39.23,24840000000.0,32900000000.0,19.05,4.75,2.37,20.32,2.37,5060000000.0,20.32,362000000.0,1.01,8.50,8.50,299000000.0,0.84,7950000000.0,0.66,7.52,1560000000.0,0.62,0.25,82.60,8070000.0,4.60,3.20,8050000.000000001,N/A
170,N/A,N/A,kim,N/A,N/A,N/A,N/A,N/A,106.14,20.56,9.37,2.16,50.08,34.46,2.25,11.79,2.76,10480000000.0,15950000000.0,16.35,3.35,14.07,22.09,14.07,735280000.0,22.09,530540000.0,1.23,60.20,13.00,180910000.0,0.44,5500000000.0,3.33,11.93,636620000.0,0.73,2.70,90.30,10260000.0,3.02,3.06,9280000.0,N/A
171,N/A,N/A,kmb,N/A,N/A,N/A,N/A,N/A,774.28,76.73,2.42,844.83,3.16,18.24,12.74,27.94,51.60,44900000000.0,52710000000.0,20.08,2.76,2.79,12.50,2.79,6680000000.0,12.50,612000000.0,1.61,8.00,6.70,643000000.0,1.77,7660000000.0,0.88,0.15,2230000000.0,0.85,0.34,69.10,5160000.0,2.90,1.42,4520000.0,N/A
172,N/A,N/A,kmi,N/A,N/A,N/A,N/A,N/A,124.63,22.79,1.90,0.79,7.30,28.43,3.21,4.67,7.38,26800000000.0,72340000000.0,16.23,4.73,4.92,11.25,4.92,7790000000.0,11.25,1060000000.0,0.53,43.50,13.60,332000000.0,0.15,44670000000.0,0.50,15.94,4480000000.0,0.99,13.70,56.50,52390000.0,0.79,2.97,52900000.0,N/A
173,N/A,N/A,kmx,N/A,N/A,N/A,N/A,N/A,364.26,15.02,0.56,2.92,4.18,7.00,4.81,20.53,72.34,8790000000.0,18990000000.0,13.16,0.96,1.27,16.12,1.27,1890000000.0,16.12,625540000.0,2.99,1.40,4.10,34970000.0,0.18,10610000000.0,2.85,14.74,565090000.0,1.10,0.56,103.90,24440000.0,7.24,13.90,22060000.0,N/A
174,N/A,N/A,ko,N/A,N/A,N/A,N/A,N/A,176.90,26.39,4.04,6.99,15.24,23.09,6.88,23.03,10.36,1.7996e+11,2.0598e+11,20.09,7.39,4.56,16.65,4.56,28110000000.0,16.65,6880000000.0,1.57,31.50,4.60,22800000000.0,5.24,46460000000.0,1.16,6.00,11030000000.0,0.83,0.69,63.20,43.00,2.33,0.78,30670000.0,N/A
175,N/A,N/A,kr,N/A,N/A,N/A,N/A,N/A,180.29,18.73,0.34,5.88,1.84,3.22,7.06,34.64,112.56,36890000000.0,48210000000.0,16.90,1.73,0.44,8.61,0.44,22950000000.0,8.61,1980000000.0,2.02,18.20,0.40,274000000.0,0.28,11260000000.0,0.72,6.49,4540000000.0,1.00,0.78,78.90,22290000.0,2.63,2.29,27790000.0,N/A
176,N/A,N/A,kss,N/A,N/A,N/A,N/A,N/A,93.81,12.13,0.46,1.62,3.90,8.70,6.95,13.23,97.23,8670000000.0,13440000000.0,9.90,1.26,0.70,5.20,0.70,6920000000.0,5.20,746000000.0,3.76,15.50,1.20,501000000.0,2.64,5140000000.0,1.58,28.66,1500000000.0,1.38,0.87,109.60,25640000.0,6.88,12.75,25860000.0,N/A
177,N/A,N/A,ksu,N/A,N/A,N/A,N/A,N/A,56.04,14.62,2.92,1.86,19.70,32.82,6.26,11.97,22.37,7020000000.0,9420000000.0,13.81,2.69,3.83,8.68,3.83,1700000000.0,8.68,485000000.0,4.40,4.70,6.70,116600000.0,1.07,2340000000.0,1.25,35.45,895400000.0,0.91,1.34,92.80,5680000.0,2.70,5.20,5580000.0,N/A
178,N/A,N/A,l,N/A,N/A,N/A,N/A,N/A,44.59,18.98,0.91,0.67,4.92,16.74,1.82,3.57,36.81,12140000000.0,17020000000.0,12.24,2.39,1.25,5.34,1.25,8730000000.0,5.34,676000000.0,1.81,12.50,10.00,6170000000.0,17.42,10770000000.0,0.50,52.52,3090000000.0,0.78,16.39,27.00,4470000.0,3.23,1.43,4150000.0000000005,N/A
179,N/A,N/A,leg,N/A,N/A,N/A,N/A,N/A,90.19,20.35,1.33,4.78,6.76,11.20,8.79,25.11,27.79,5140000000.0,5950000000.0,16.15,1.40,1.52,10.90,1.52,790400000.0,10.90,288600000.0,1.86,97.50,1.20,251200000.0,1.85,992500000.0,1.84,8.01,423000000.0,1.14,12.33,62.20,4880000.0,5.48,3.60,5190000.0,N/A
180,N/A,N/A,lh,N/A,N/A,N/A,N/A,N/A,135.55,23.91,1.43,2.26,5.69,15.41,6.91,11.49,82.22,11100000000.0,17090000000.0,12.46,1.20,2.20,10.91,2.20,2200000000.0,10.91,442200000.0,4.59,11.40,46.30,713000000.0,7.05,6680000000.0,1.47,48.55,811500000.0,0.70,5.66,2.80,3600000.0,4.02,3.59,3540000.0,N/A
181,N/A,N/A,lly,N/A,N/A,N/A,N/A,N/A,53.01,37.25,4.48,5.80,11.97,19.71,6.84,14.33,18.53,87490000000.0,92100000000.0,23.27,1.69,4.67,17.35,4.67,14680000000.0,17.35,2360000000.0,2.22,59.70,1.70,4320000000.0,4.07,8080000000.0,1.51,14.34,3320000000.0,0.18,11.81,65.90,13080000.0,3.24,1.34,13670000.0,N/A
182,N/A,N/A,lm,N/A,N/A,N/A,N/A,N/A,23.37,11.26,1.23,0.77,11.38,18.99,4.88,7.02,25.59,3410000000.0,3380000000.0,10.01,0.57,1.21,5.78,1.21,2760000000.0,5.78,310620000.0,2.81,213.40,4.40,1110000000.0,10.33,1060000000.0,2.96,41.19,588210000.0,1.64,0.69,90.60,4840000.0,4.25,4.40,5660000.0,N/A
183,N/A,N/A,lmt,N/A,N/A,N/A,N/A,N/A,299.04,18.67,1.45,23.52,7.82,11.73,8.76,96.82,146.30,64650000000.0,71270000000.0,17.25,2.57,1.56,11.98,1.56,5260000000.0,11.98,3580000000.0,11.27,2.60,3.10,3300000000.0,10.74,8410000000.0,1.16,9.15,3540000000.0,0.60,0.03,83.90,2270000.0,1.73,0.87,2450000.0,N/A
184,N/A,N/A,lnc,N/A,N/A,N/A,N/A,N/A,43.47,8.12,0.70,0.68,8.71,12.18,0.43,8.17,55.23,9450000000.0,10400000000.0,5.87,1.02,0.74,6.08,0.74,4800000000.0,6.08,1220000000.0,4.71,48.30,9.00,5690000000.0,22.98,6260000000.0,4.82,58.19,2920000000.0,1.75,0.33,84.30,2300000.0,1.24,0.90,2180000.0,N/A
185,N/A,N/A,low,N/A,N/A,N/A,N/A,N/A,150.38,21.60,1.09,7.60,5.11,9.21,9.92,31.24,62.06,62290000000.0,74780000000.0,17.15,1.23,1.28,10.76,1.28,19560000000.0,10.76,2970000000.0,3.15,25.80,5.00,1380000000.0,1.51,12600000000.0,1.02,9.14,4790000000.0,0.97,0.14,77.10,7810000.0,1.97,0.82,7570000.0,N/A
186,N/A,N/A,lrcx,N/A,N/A,N/A,N/A,N/A,44.23,15.28,1.87,1.99,14.07,18.25,7.45,15.67,35.94,11020000000.0,8720000000.0,10.46,0.99,1.53,6.60,1.53,2280000000.0,6.60,803170000.0,4.55,104.60,38.80,4330000000.0,27.35,2370000000.0,2.86,33.89,1090000000.0,1.57,0.41,101.70,19080000.0,10.08,13.85,18930000.0,N/A
187,N/A,N/A,luv,N/A,N/A,N/A,N/A,N/A,39.06,14.46,1.33,3.70,9.51,19.57,11.32,25.49,28.88,25560000000.0,25380000000.0,9.38,0.39,1.32,5.45,1.32,10930000000.0,5.45,1840000000.0,2.72,77.50,7.20,3100000000.0,4.76,2720000000.0,0.65,10.71,3120000000.0,1.30,0.08,77.80,12260000.0,1.96,2.06,13500000.0,N/A
188,N/A,N/A,lyb,N/A,N/A,N/A,N/A,N/A,113.32,7.76,0.92,4.57,12.44,17.10,15.50,51.99,75.42,32510000000.0,38490000000.0,7.21,1.02,1.07,5.40,1.07,6670000000.0,5.40,4470000000.0,9.32,5.80,30.90,3090000000.0,6.87,8330000000.0,2.16,16.18,6700000000.0,1.00,18.58,76.20,8170000.0,2.34,2.11,9710000.0,N/A
189,N/A,N/A,m,N/A,N/A,N/A,N/A,N/A,200.33,10.29,0.44,3.07,4.79,9.48,7.34,28.31,81.96,12490000000.0,19670000000.0,10.54,3.53,0.71,5.36,0.71,11240000000.0,5.36,1320000000.0,3.86,45.60,5.20,474000000.0,1.51,7960000000.0,1.19,12.63,2150000000.0,1.20,0.30,91.90,11930000.0,1.46,3.50,9730000.0,N/A
190,N/A,N/A,ma,N/A,N/A,N/A,N/A,N/A,23.74,26.14,10.09,15.47,38.77,53.47,21.89,57.90,8.41,96320000000.0,93190000000.0,22.05,1.59,9.71,16.99,9.71,9470000000.0,16.99,3720000000.0,3.26,3.70,1.60,5110000000.0,4.55,1500000000.0,1.62,5.57,3730000000.0,1.27,10.55,79.60,7730000.0,2.21,0.78,6550000.0,N/A
191,N/A,N/A,mac,N/A,N/A,N/A,N/A,N/A,117.41,7.85,9.18,2.24,113.49,25.79,1.89,34.41,8.46,11910000000.0,18880000000.0,18.58,3.01,14.26,23.57,14.26,663320000.0,23.57,1500000000.0,9.58,6.50,20.10,93010000.0,0.59,6830000000.0,0.64,34.24,517450000.0,0.86,0.66,102.40,3860000.0,3.46,3.42,4290000.0,N/A
192,N/A,N/A,mat,N/A,N/A,N/A,N/A,N/A,87.89,28.23,1.48,3.28,5.34,9.92,5.22,10.79,16.81,8480000000.0,10410000000.0,18.10,25.69,1.83,12.48,1.83,3000000000.0,12.48,300290000.0,0.89,32.60,11.40,289700000.0,0.85,2260000000.0,2.21,7.58,810540000.0,1.18,0.25,101.80,55030000.0,8.88,16.30,62020000.0,N/A
193,N/A,N/A,mcd,N/A,N/A,N/A,N/A,N/A,216.50,25.07,4.21,12.98,17.24,28.60,13.29,40.31,26.92,1.0631e+11,1.2343e+11,21.52,2.93,4.81,13.86,4.81,10460000000.0,13.86,4420000000.0,4.62,22.50,5.30,2450000000.0,2.67,17990000000.0,1.52,9.05,6660000000.0,0.75,0.05,69.30,10150000.0,1.90,1.06,12870000.0,N/A
194,N/A,N/A,mchp,N/A,N/A,N/A,N/A,N/A,126.23,24.78,3.94,3.98,17.75,21.27,5.49,17.29,10.61,8700000000.0,9160000000.0,14.53,2.28,4.26,12.46,4.26,1230000000.0,12.46,381020000.0,1.73,30.70,0.90,2000000000.0,9.85,2690000000.0,7.48,10.49,694760000.0,0.95,2.38,98.80,18890000.0,9.40,9.58,16489999.999999998,N/A
195,N/A,N/A,mck,N/A,N/A,N/A,N/A,N/A,91.30,22.24,0.21,4.44,0.96,1.77,3.84,20.83,807.38,39120000000.0,43020000000.0,12.35,1.00,0.23,10.21,0.23,11410000000.0,10.21,2090000000.0,7.64,31.60,10.40,5360000000.0,23.29,9390000000.0,1.11,38.19,4200000000.0,0.78,0.29,86.50,2080000.0,1.37,0.90,1880000.0,N/A
196,N/A,N/A,mdlz,N/A,N/A,N/A,N/A,N/A,54.94,7.93,2.12,2.21,27.32,12.57,3.58,27.96,18.97,64630000000.0,80240000000.0,20.23,2.72,2.58,16.60,2.58,12600000000.0,16.60,8500000000.0,5.13,708.20,17.80,2100000000.0,1.33,16460000000.0,0.89,18.77,3820000000.0,1.29,2.90,77.40,12910000.0,1.53,0.81,15090000.0,N/A
197,N/A,N/A,mdt,N/A,N/A,N/A,N/A,N/A,68.72,42.61,4.06,2.01,8.97,21.04,4.72,6.46,19.72,1.0486e+11,1.2356e+11,15.34,2.49,4.79,16.02,4.79,13950000000.0,16.02,2320000000.0,1.75,37.20,61.70,17230000000.0,12.25,35920000000.0,3.54,37.17,5770000000.0,1.37,0.05,83.30,11170000.0,1.96,0.79,12800000.0,N/A
198,N/A,N/A,met,N/A,N/A,N/A,N/A,N/A,91.26,8.18,0.66,0.68,8.34,13.31,0.67,8.43,63.95,46920000000.0,76220000000.0,7.17,1.66,1.06,7.57,1.06,34210000000.0,7.57,5860000000.0,5.16,42.60,4.20,36150000000.0,32.52,64849999999.99999,1.48,63.24,14950000000.0,1.47,15.69,77.50,20020000.0,3.13,2.13,15120000.0,N/A
199,N/A,N/A,mhfi,N/A,N/A,N/A,N/A,N/A,230.45,357.19,4.31,34.24,1.21,38.79,17.56,0.41,19.19,22300000000.0,24570000000.0,16.91,1.50,4.70,11.34,4.70,5050000000.0,11.34,100000000.0,0.23,32.60,4.80,1440000000.0,5.33,3490000000.0,1.13,2.43,94000000.0,1.43,2.94,87.30,3200000.0,2.61,1.21,2920000.0,N/A
200,N/A,N/A,mjn,N/A,N/A,N/A,N/A,N/A,469.35,20.24,3.25,38.83,16.29,23.24,16.33,139.37,20.77,13410000000.0,14130000000.0,19.21,2.46,3.37,13.16,3.37,2710000000.0,13.16,682200000.0,3.36,17.30,10.40,1360000000.0,6.92,1840000000.0,2.04,1.78,837700000.0,1.44,0.21,98.70,15240000.0,9.54,7.54,15980000.0,N/A
201,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,70.69,18.35,2.13,4.36,11.86,18.44,8.26,21.39,23.92,26890000000.0,30360000000.0,15.39,1.55,2.37,10.95,2.37,12950000000.0,10.95,1490000000.0,2.81,8.80,0.80,1330000000.0,2.55,4480000000.0,1.62,11.97,1950000000.0,1.06,0.21,86.00,5680000.0,2.58,1.06,6240000.0,N/A
202,N/A,N/A,mmm,N/A,N/A,N/A,N/A,N/A,92.06,17.70,2.78,6.99,16.20,23.16,13.46,35.04,48.60,84330000000.0,94700000000.0,16.64,2.51,3.09,11.15,3.09,15370000000.0,11.15,4970000000.0,7.74,0.50,5.20,1760000000.0,2.86,11250000000.0,1.65,19.79,6260000000.0,1.20,0.08,68.70,7250000.0,2.60,1.24,6950000.0,N/A
203,N/A,N/A,mo,N/A,N/A,N/A,N/A,N/A,443.11,21.53,6.10,39.62,27.91,45.55,16.15,144.46,9.54,1.1219e+11,1.2536e+11,18.70,2.40,6.69,14.34,6.69,10160000000.0,14.34,5220000000.0,2.66,9.40,4.70,1910000000.0,0.97,12920000000.0,0.84,1.47,5690000000.0,0.89,0.15,60.60,8590000.0,1.59,0.44,9410000.0,N/A
204,N/A,N/A,mos,N/A,N/A,N/A,N/A,N/A,39.46,7.26,0.96,0.91,13.24,16.30,5.22,11.73,25.11,8440000000.0,11270000000.0,9.13,1.88,1.24,4.97,1.24,1930000000.0,4.97,1200000000.0,3.30,20.80,6.50,1280000000.0,3.65,3800000000.0,2.28,27.28,2030000000.0,0.06,5.40,85.80,19200000.0,3.44,5.37,17120000.0,N/A
205,N/A,N/A,mrk,N/A,N/A,N/A,N/A,N/A,58.38,13.41,3.61,3.16,27.11,21.35,5.23,23.74,14.05,1.4121e+11,1.58e+11,13.52,3.78,3.97,10.85,3.97,25470000000.0,10.85,10780000000.0,3.77,104.00,4.60,12090000000.0,4.33,26670000000.0,1.63,16.27,7010000000.0,0.76,0.04,75.20,23870000.0,2.28,0.84,25610000.0,N/A
206,N/A,N/A,msft,N/A,N/A,N/A,N/A,N/A,50.00,33.77,4.45,5.21,13.52,29.73,9.85,14.64,11.19,4.0571e+11,3.4336e+11,16.33,2.01,3.78,10.59,3.78,60540000000.0,10.59,12270000000.0,1.50,1.80,12.20,99230000000.0,12.42,38720000000.0,2.46,9.70,29320000000.0,1.02,3.78,72.60,50870000.0,1.38,0.66,50160000.0,N/A
207,N/A,N/A,mu,N/A,N/A,N/A,N/A,N/A,55.89,5.47,0.75,0.91,14.04,14.38,5.74,16.32,14.11,10430000000.0,14980000000.0,6.79,22.98,1.00,3.05,1.00,5220000000.0,3.05,2100000000.0,1.84,79.50,26.70,3640000000.0,3.51,7420000000.0,2.11,11.89,4740000000.0,1.95,0.53,91.80,60440000.0,2.69,5.86,57260000.0,N/A
208,N/A,N/A,myl,N/A,N/A,N/A,N/A,N/A,65.56,28.64,2.74,2.52,9.34,19.99,6.18,12.76,20.35,25280000000.0,30490000000.0,10.34,1.07,3.38,11.57,3.38,3530000000.0,11.57,842200000.0,1.80,14.10,29.30,637700000.0,1.30,6430000000.0,1.76,19.96,1480000000.0,1.27,14.24,37.80,60110000.0,10.64,16.41,61290000.0,N/A
209,N/A,N/A,ndaq,N/A,N/A,N/A,N/A,N/A,43.91,26.43,2.73,1.70,10.58,26.49,4.68,6.26,20.56,9250000000.0,11560000000.0,15.22,1.86,3.34,11.00,3.34,1950000000.0,11.00,366000000.0,2.13,12.20,6.50,310000000.0,1.89,2440000000.0,1.11,33.80,752000000.0,0.87,18.44,78.40,3320000.0,2.95,2.79,3370000.0,N/A
210,N/A,N/A,ne,N/A,N/A,N/A,N/A,N/A,59.12,36.30,0.55,0.26,1.67,36.52,5.43,1.79,13.16,1760000000.0,6110000000.0,6.85,0.05,1.90,3.87,1.90,1670000000.0,3.87,63890000.0,0.20,156.20,7.90,164430000.0,0.68,4490000000.0,1.03,28.39,1640000000.0,1.78,0.73,101.80,58270000.0,8.39,10.60,58410000.0,N/A
211,N/A,N/A,nee,N/A,N/A,N/A,N/A,N/A,132.59,15.13,2.75,2.22,17.31,29.42,4.37,14.94,40.69,48500000000.0,78730000000.0,17.10,2.79,4.35,9.31,4.35,8270000000.0,9.31,3130000000.0,6.96,33.20,6.40,1180000000.0,2.56,30260000000.0,0.64,48.46,6040000000.0,0.54,0.24,73.50,6710000.0,2.81,1.52,6060000.0,N/A
212,N/A,N/A,nem,N/A,N/A,N/A,N/A,N/A,43.59,17.20,1.09,0.75,6.17,30.61,5.99,5.15,15.61,8760000000.0,11990000000.0,25.09,8.64,1.51,3.43,1.51,2840000000.0,3.43,479000000.0,0.96,2.80,16.40,2990000000.0,5.65,6350000000.0,3.07,21.82,2430000000.0,0.45,0.13,80.30,8950000.0,1.28,1.79,7900000.0,N/A
213,N/A,N/A,nflx,N/A,N/A,N/A,N/A,N/A,111.74,286.54,7.16,21.28,2.53,4.83,2.33,8.37,15.17,46050000000.0,45920000000.0,95.35,15.77,7.13,123.42,7.13,1750000000.0,123.42,162830000.0,0.38,50.40,23.30,2610000000.0,6.11,2420000000.0,1.67,5.07,543160000.0,1.44,1.82,87.50,48050000.0,3.31,13.47,50740000.0,N/A
214,N/A,N/A,nile,N/A,N/A,N/A,N/A,N/A,4.29,38.27,0.78,32.89,2.12,3.13,9.92,102.20,41.54,387970000.0,348060000.0,32.04,2.16,0.71,20.62,0.71,86640000.0,20.62,10330000.0,0.88,19.80,4.00,33610000.0,2.91,497.00,0.99,1.00,14730000.0,0.04,0.90,106.60,824.26,6.94,11.67,1040000.0,N/A
215,N/A,N/A,nke,N/A,N/A,N/A,N/A,N/A,16.23,28.67,3.17,7.43,11.55,14.05,13.19,28.84,18.29,1.0055e+11,95390000000.0,23.81,2.12,3.04,18.86,3.04,14070000000.0,18.86,3620000000.0,2.06,19.80,4.10,6120000000.0,3.59,2180000000.0,3.04,7.85,4170000000.0,0.63,0.20,83.90,43.00,1.12,1.11,43.00,N/A
216,N/A,N/A,noc,N/A,N/A,N/A,N/A,N/A,114.57,17.63,1.42,5.99,8.51,13.15,8.03,26.13,123.43,33300000000.0,39300000000.0,17.45,2.54,1.64,10.86,1.64,5600000000.0,10.86,2040000000.0,10.36,9.10,0.10,1290000000.0,7.08,6530000000.0,1.16,31.16,2020000000.0,0.82,0.59,86.00,2170000.0,1.86,1.11,2180000.0,N/A
217,N/A,N/A,nov,N/A,N/A,N/A,N/A,N/A,21.88,8.84,0.63,0.61,7.60,13.04,4.53,6.79,44.25,11170000000.0,13230000000.0,23.04,0.40,0.75,4.30,0.75,5810000000.0,4.30,1350000000.0,3.36,77.80,40.80,1850000000.0,4.91,3980000000.0,2.49,48.24,1450000000.0,1.62,0.14,93.40,37290000.0,6.35,9.47,39970000.0,N/A
218,N/A,N/A,nsc,N/A,N/A,N/A,N/A,N/A,80.60,12.85,1.97,1.77,15.71,29.24,5.95,13.89,35.66,21250000000.0,30800000000.0,12.83,9.93,2.84,7.40,2.84,7420000000.0,7.40,1700000000.0,5.54,19.10,10.30,433000000.0,1.45,9780000000.0,0.85,40.62,2680000000.0,1.11,0.30,69.80,4170000.0,1.90,1.28,5370000.0,N/A
219,N/A,N/A,ntap,N/A,N/A,N/A,N/A,N/A,49.85,16.56,1.07,2.10,6.74,8.88,3.66,12.28,19.28,6240000000.0,2950000000.0,8.24,0.80,0.50,4.44,0.50,3830000000.0,4.44,395900000.0,1.29,28.70,6.40,4810000000.0,16.47,1490000000.0,2.48,10.23,945100000.0,0.89,0.08,97.20,14980000.0,3.61,6.44,13570000.0,N/A
